;za_nr;version;doi;lfnr;QCL_1;f11;f12_1;f12_2;f12_3;f12_4;f12_5;f13_1;f13_2;f13_3;f14_1;f14_2;f14_3;f14_4;f14_5;f14b_1;f14b_2;f14b_3;f14b_4;f14b_5;f21;f22;f23;f31_1;f31_2;f31_3;f31_4;f31_5;f31_6;f31_7;f31a_1;f31a_2;f31a_3;f31a_4;f31a_5;f31a_6;f31a_7;f31b_1;f31b_2;f31b_3;f31b_4;f31b_5;f31b_6;f31b_7;f321;f322;f323;f323a;f323b;f323c;f33;f341;f3421;f3422;f3423;f3424;f3425;f343;f344_1;f344_2;f344_3;f344_4;f345;f41_1;f41_2;f41_3;f41_4;f4151;f4152;f4153;f4154;f4155;f4156;f4157;f4158;f4159;f41510;f41511;f42_1;f42_2;f42_3;f42_4;f42_5;f42_6;f42_7;f43_1;f43_2;f43_3;f43_4;f432_1;f432_2;f432_3;f432_4;f433_1;f433_2;f433_3;f433_4;f44;f45_1;f45_2;f45_3;f46;f471;f472;f473;f474;f475;f476;f477;f478;f479;f4710;f4711;f4712;f4713;f481_1;f481_2;f481_3;f481_4;f481_5;f481_6;f481_7;f481_8;f481_9;f481_10;f481_11;f482_1;f482_2;f482_3;f482_4;f482_5;f482_6;f482_7;f482_8;f482_9;f482_10;f482_11;f51;f611;f612;f613;f621;f622;f623;f6311;f6312;f6313;f6314;f6315;f6316;f6317;f6318;f6319;f63110;f63111;f63112;f63113;f632_1;f632_2;f632_3;f632_4;f632_5;f632_6;f64;f74b1s1;f74b1s2;f74b1s3;f74b1s4;f74b1s5;f74b1s6;f74b2s1;f74b2s2;f74b2s3;f74b2s4;f74b2s5;f74b2s6;f74b3s1;f74b3s2;f74b3s3;f74b3s4;f74b3s5;f74b3s6;f74b4s1;f74b4s2;f74b4s3;f74b4s4;f74b4s5;f74b4s6;f75_1;f75_2;f75_3;f75_4;f75_5;f761;f762;f763;f764;f765;f766;f767;f768;f769;f7610;f7611;f7612;f7613;f7614;f7615;f7616;f7617;f7618;f7619;f7620;f7621;f7622;f7623;f7624;f7625;f7626;f7627;f7628;f77;f78op;f791;f792;f793;f794;f795;f796;f797;f798;f799;f7910;f7911;f7912;f7913;f7914;f81_1;f81_2;f81_3;f81_4;f81_5;f81_6;f81_7;f81_8;f81_9;f81_10;f81_11;f81_12;f81_13;f81_14;f81_15;f81_16;f81_17;f821;f822;nf822;f823;f824;f825;f826;f827;f828_1;f828_2;f828_3;f828_4;f828_5;f828_6;f829;f8210;f8211;f82120;f8212;nf8212;f8213;f8214;einw;weight
266;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1894;1;2;3;3;3;3;2;2;2;2;2;2;2;2;2;3;3;1;2;3;3;2;3;2;2;2;2;1;2;2;NA;NA;NA;NA;1;NA;NA;2;2;2;2;NA;3;2;2;1;NA;NA;NA;1;6;1;1;0;0;0;0;NA;1;1;1;1;3;5;4;3;6;1;0;0;0;0;0;1;0;0;0;0;3;6;3;4;6;5;4;2;2;2;2;NA;NA;NA;NA;3;3;1;1;3;4;4;2;2;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;1;2;2;1;2;2;1;2;6;NA;3;1;NA;NA;2;NA;NA;3;NA;1;2;6;6;3;1;3;0;0;0;1;0;1;0;1;1;0;0;0;0;4;2;2;2;1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;1;3;2;4;5;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;26;Bremen, Hamburg;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;3;2;3;2;2;4;2;1;2;1;3;5;3;2;2;3;1;7;75;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;8;5;1;3;160;3;1;2;0.255
267;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1949;1;3;4;3;3;3;5;2;2;2;3;1;2;2;2;3;NA;2;2;2;2;1;4;2;2;2;2;1;1;2;NA;NA;NA;NA;1;1;NA;2;1;2;2;NA;NA;2;1;1;2;NA;2;2;4;1;1;0;0;0;0;NA;3;3;3;3;3;2;2;3;2;1;1;0;1;0;0;1;1;0;0;0;3;3;2;3;1;2;2;2;2;2;2;NA;NA;NA;NA;1;2;2;1;4;1;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;1;2;2;1;2;3;4;2;2;NA;NA;3;NA;NA;3;NA;1;4;1;6;2;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;3;2;2;2;1;2;2;NA;NA;NA;NA;NA;NA;2;1;3;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;2;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2;2;2;2;1;2;3;1;3;2;2;2;3;3;3;2;3;1;7;70;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;6;5;1;3;120;3;1;4;0.255
268;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;923;5;2;3;3;3;3;3;2;2;2;1;2;1;1;1;NA;2;NA;NA;NA;2;1;4;2;2;2;2;1;1;1;NA;NA;NA;NA;1;1;1;1;1;2;1;NA;NA;NA;2;1;NA;NA;NA;1;3;1;0;1;0;0;0;NA;1;1;1;1;2;1;2;1;1;1;1;1;1;0;1;1;1;1;0;0;2;3;2;3;1;3;1;1;2;2;1;1;NA;NA;1;NA;1;1;NA;5;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;2;1;2;1;1;3;1;3;3;1;2;NA;1;NA;1;4;4;2;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;1;1;1;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;3;4;5;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;Hamburg;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;1;2;3;2;4;3;2;1;2;4;1;2;4;1;3;2;6;62;6;1;4;3;1;NA;NA;NA;NA;NA;NA;3;10;8;2;3;135;1;1;2;0.257
269;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1326;3;2;3;2;3;3;2;3;2;3;2;1;1;1;1;1;NA;NA;NA;NA;3;1;4;2;2;2;1;1;2;1;NA;NA;NA;1;1;NA;1;2;2;2;NA;NA;1;NA;2;1;NA;NA;NA;1;3;1;1;0;0;0;0;NA;1;1;1;3;2;2;2;3;2;1;1;1;1;0;1;1;0;0;0;0;1;5;3;2;1;4;2;1;1;5;2;1;1;NA;NA;NA;NA;NA;1;4;1;2;1;2;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;3;1;3;2;1;1;2;1;2;1;4;NA;1;NA;NA;2;4;NA;2;NA;1;6;3;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0;0;0;3;3;3;1;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;1;1;1;NA;NA;NA;NA;NA;NA;1;2;3;5;4;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;5;Lauenburg;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;2;3;3;2;3;4;1;1;2;3;4;2;3;1;2;2;6;61;6;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;9;8;1;3;100;1;1;2;0.257
270;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1565;3;3;3;2;3;4;4;3;5;3;1;2;2;2;1;NA;2;2;2;NA;3;1;4;2;2;2;2;2;2;1;NA;NA;NA;NA;NA;NA;2;2;3;3;2;3;1;NA;1;1;2;NA;3;2;6;1;0;1;0;0;0;NA;4;4;5;4;3;3;8;8;3;1;0;0;0;0;0;1;1;0;0;0;1;7;2;2;8;8;1;2;1;5;4;NA;1;NA;NA;3;NA;NA;NA;5;1;1;1;2;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;3;3;1;2;1;2;2;1;1;1;5;NA;NA;2;NA;4;NA;NA;8;7;1;2;4;3;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;1;2;4;1;2;3;5;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;5;Gl?ckstadt;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;3;1;4;3;3;5;2;4;3;3;2;5;3;4;3;4;2;6;66;6;7;3;3;NA;NA;NA;NA;NA;NA;NA;3;6;4;1;3;100;1;1;3;0.257
271;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;756;1;3;4;2;2;4;5;2;2;2;1;2;3;3;1;NA;2;3;2;NA;2;1;3;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;2;1;2;2;1;NA;NA;NA;1;3;1;0;1;0;0;0;NA;1;5;1;1;1;2;1;3;1;1;0;1;1;0;1;1;1;0;0;0;1;2;2;1;1;1;1;2;1;1;1;NA;1;1;1;1;NA;NA;NA;5;1;1;1;2;0;0;1;0;0;0;1;0;1;0;0;0;0;1;2;1;1;3;2;1;1;2;1;1;2;NA;1;1;NA;NA;2;2;NA;1;2;1;3;1;2;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;1;2;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;1;4;0;1;0;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;14;;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;2;1;2;2;2;2;1;4;1;2;3;5;2;2;2;2;1;7;75;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;7;4;1;3;180;7;1;2;0.277
272;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;815;1;1;4;2;3;3;4;2;2;3;1;1;1;2;1;NA;NA;NA;2;NA;2;2;3;2;2;2;2;2;1;2;NA;NA;NA;NA;NA;1;NA;2;2;2;2;2;NA;2;2;1;NA;NA;NA;2;1;1;1;0;0;0;0;NA;1;4;1;4;2;2;1;2;3;0;0;1;0;0;1;1;1;0;0;0;1;2;2;3;1;1;1;2;2;2;2;NA;NA;NA;NA;1;1;1;1;4;2;2;2;2;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;2;2;1;2;2;1;2;3;3;1;1;NA;NA;2;NA;NA;2;NA;1;3;3;1;2;1;2;1;1;1;0;0;1;1;0;0;0;0;0;0;3;2;2;1;1;2;3;2;2;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;3;2;5;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;Limburg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;3;3;2;1;2;2;3;4;2;2;2;3;1;7;71;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;9;5;1;3;150;7;1;1;0.277
273;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;872;2;2;4;3;3;3;3;2;2;2;1;1;1;1;1;NA;NA;NA;NA;NA;2;1;3;3;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;1;NA;NA;NA;2;5;1;0;1;0;0;0;NA;2;3;2;4;4;3;2;4;3;1;1;0;1;0;0;1;0;0;0;0;1;5;3;8;1;8;2;1;5;1;1;1;NA;1;1;NA;NA;NA;NA;4;1;2;1;2;1;0;0;0;0;0;1;0;1;0;0;0;0;1;2;2;1;2;2;1;2;2;1;2;4;NA;NA;1;NA;NA;2;NA;NA;2;NA;1;3;4;3;1;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;3;3;2;2;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;1;1;1;1;2;4;3;5;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;Fl?rsheim;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;2;2;2;4;2;1;2;2;3;2;2;2;1;4;1;7;72;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;11;5;2;3;190;7;1;1;0.277
274;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;955;2;2;2;3;2;3;2;3;4;3;2;2;1;2;2;2;2;NA;2;2;2;1;4;2;2;2;2;2;1;2;NA;NA;NA;NA;NA;1;NA;2;2;2;2;2;NA;2;3;1;NA;NA;NA;2;3;1;1;0;0;0;0;NA;1;2;1;1;3;5;7;6;7;1;0;1;0;0;0;1;1;0;0;0;2;3;4;4;1;4;1;1;2;2;2;1;NA;NA;NA;NA;1;1;1;4;2;2;2;3;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;2;1;2;2;1;2;2;1;2;3;NA;NA;1;NA;NA;7;NA;NA;2;NA;1;4;4;3;1;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;3;2;2;2;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;2;2;1;NA;NA;NA;NA;NA;NA;3;2;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;Frankfurt;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;3;3;3;4;2;4;1;2;4;1;3;3;1;3;1;7;72;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;8;12;1;3;200;7;1;1;0.277
275;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1030;1;2;3;3;3;3;4;4;3;3;2;2;2;2;2;1;2;2;2;1;3;1;4;2;2;2;2;2;1;2;NA;NA;NA;NA;NA;1;NA;2;2;2;2;1;NA;2;2;1;NA;NA;NA;2;4;1;1;0;0;0;0;NA;3;4;3;2;4;5;2;4;4;0;0;0;0;0;0;0;0;0;1;0;2;3;3;3;3;6;2;2;2;2;2;NA;NA;NA;NA;3;1;3;3;3;2;2;3;2;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;2;1;2;2;1;2;5;4;1;2;5;NA;4;NA;NA;5;NA;2;2;4;3;2;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;3;3;3;2;2;2;2;NA;NA;NA;NA;NA;NA;1;2;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;3;2;3;3;2;3;3;2;3;2;2;3;2;3;1;7;72;4;7;1;1;NA;NA;NA;NA;NA;NA;NA;3;4;4;2;2;70;7;1;1;0.277
276;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1100;1;2;3;2;5;2;3;2;4;4;2;3;1;1;1;2;2;NA;NA;NA;4;2;1;2;2;2;2;1;2;2;NA;NA;NA;NA;1;NA;NA;2;2;2;2;NA;1;2;2;1;NA;NA;NA;2;3;1;1;0;0;0;0;NA;4;4;4;4;4;3;2;7;7;0;0;0;0;0;0;1;1;1;0;0;1;3;7;7;2;7;2;1;2;1;1;1;NA;1;1;NA;2;NA;NA;4;2;1;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;1;2;1;1;1;2;1;2;2;1;2;4;NA;3;1;2;NA;4;NA;NA;2;NA;1;4;2;3;2;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;4;2;3;2;2;2;2;3;3;3;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;1;3;2;4;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;Bad Ems;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2;2;2;3;2;2;4;2;4;2;1;4;5;2;2;2;4;1;7;70;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;5;5;1;3;155;7;1;1;0.277
277;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1123;3;3;3;2;5;3;2;2;3;4;1;2;1;1;1;NA;2;NA;NA;NA;2;3;5;1;1;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;2;2;1;NA;NA;NA;1;8;1;1;0;0;0;0;NA;4;4;2;4;4;6;1;1;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;1;3;1;2;2;1;1;NA;NA;2;1;2;2;NA;NA;5;1;1;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;1;2;2;1;2;2;1;2;6;NA;5;1;NA;NA;5;NA;NA;2;NA;1;4;4;3;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;2;2;2;1;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;2;1;1;NA;NA;NA;NA;NA;NA;3;2;4;1;5;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;Bernkastel;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;2;3;3;5;2;3;4;2;2;3;5;3;4;3;1;1;7;72;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;5;2;2;2;80;7;1;1;0.277
278;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1461;2;2;3;2;2;3;4;2;2;3;2;1;2;1;1;2;NA;2;NA;NA;2;2;2;2;2;2;3;2;2;2;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;1;2;1;2;1;NA;NA;NA;2;1;1;1;1;0;0;0;NA;3;3;3;3;3;4;3;6;6;0;1;1;0;0;0;0;1;0;0;0;1;6;5;1;1;6;1;2;5;1;2;NA;NA;1;NA;2;NA;NA;1;5;2;1;2;2;0;0;1;0;0;0;1;0;1;0;0;0;0;1;2;2;1;2;2;1;1;2;1;2;3;NA;NA;1;NA;NA;3;3;NA;2;NA;1;4;3;2;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;1;1;1;2;2;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;2;3;5;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;17;Heidelberg;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;1;3;2;1;1;1;2;1;1;1;1;7;74;4;7;1;1;NA;NA;NA;NA;NA;NA;NA;3;5;12;1;3;150;7;1;1;0.277
279;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;1914;1;2;3;2;2;2;4;3;3;3;1;2;1;2;1;NA;3;NA;3;NA;2;1;4;2;2;2;1;1;2;2;NA;NA;NA;1;1;NA;NA;1;1;2;NA;NA;1;2;1;1;2;NA;1;1;2;1;1;0;0;0;0;NA;1;4;1;3;1;3;8;5;5;1;0;0;0;0;1;1;1;1;0;0;3;4;4;5;1;8;1;1;5;5;2;1;NA;NA;NA;NA;NA;NA;1;3;2;2;2;2;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;2;1;2;2;1;2;1;2;2;1;3;NA;5;NA;NA;1;NA;1;3;4;3;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;1;1;1;2;1;1;NA;NA;NA;NA;NA;NA;2;1;2;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;1;4;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;Brodenbach;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;5;1;3;1;2;4;2;2;1;3;4;5;2;4;2;4;1;7;72;4;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;8;4;1;3;100;7;1;2;0.277
280;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;60;2;3;2;3;4;3;4;1;2;3;1;1;1;2;1;NA;NA;NA;3;NA;3;1;4;2;2;2;2;1;1;2;NA;NA;NA;NA;1;1;NA;1;2;2;2;NA;NA;2;1;1;2;NA;1;2;4;1;1;0;0;0;0;NA;2;2;1;3;2;2;2;2;3;1;1;0;1;0;1;1;1;0;0;0;1;5;3;3;1;3;1;1;2;1;2;1;NA;1;NA;NA;2;NA;2;4;2;2;2;2;0;0;0;1;0;0;1;0;0;1;0;0;0;1;2;1;1;1;2;1;2;2;1;1;3;NA;4;1;3;NA;2;NA;NA;3;3;1;6;4;2;2;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;4;2;4;2;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;3;2;2;3;1;5;2;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;26;H?xter;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;2;3;1;3;2;2;1;2;3;3;2;3;1;2;1;5;59;6;7;3;2;NA;NA;NA;NA;NA;NA;NA;3;7;8;1;3;130;5;1;3;0.28
281;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;610;2;2;4;3;4;4;4;2;2;3;1;2;1;2;2;NA;2;NA;2;2;2;2;4;2;2;2;2;1;2;1;NA;NA;NA;NA;1;NA;1;2;1;2;1;NA;1;NA;2;1;NA;NA;NA;2;5;1;0;1;0;0;0;NA;2;1;1;2;3;5;4;2;3;0;0;0;0;0;0;0;0;0;1;0;5;6;1;4;4;6;4;2;2;2;2;NA;NA;NA;NA;2;2;1;1;4;2;2;2;4;0;0;1;1;1;0;0;0;0;0;0;0;0;1;2;2;1;1;2;1;2;2;1;2;5;NA;NA;3;5;NA;3;NA;NA;6;NA;2;3;1;2;2;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;4;2;3;2;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;1;2;3;1;2;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;3;2;3;2;2;2;3;4;1;1;3;2;3;4;2;4;1;5;53;5;1;1;1;NA;NA;NA;NA;NA;NA;NA;3;9;5;2;2;65;5;1;3;0.28
282;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;615;3;3;4;4;4;4;3;3;2;3;2;2;2;2;2;2;2;2;2;2;3;1;3;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;3;2;2;3;1;1;1;2;1;NA;NA;NA;2;4;1;1;1;0;0;0;NA;3;2;2;3;4;3;1;6;3;1;0;0;0;0;0;0;1;0;0;0;3;6;3;2;2;5;2;2;2;2;3;NA;NA;NA;NA;1;2;2;NA;1;2;2;2;3;0;1;0;0;1;1;0;0;0;0;0;0;0;1;2;1;1;2;2;1;2;2;1;2;3;NA;2;1;NA;NA;5;NA;NA;4;NA;2;6;4;2;2;1;3;1;0;0;1;0;0;0;1;0;0;0;0;0;3;3;3;3;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;3;5;1;4;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;7;Rheine;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;3;2;3;2;4;2;2;2;1;2;3;4;3;3;2;2;1;5;55;6;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;9;5;1;3;107;5;1;2;0.28
283;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;631;2;3;4;3;2;3;4;3;2;3;2;2;1;2;1;2;2;NA;2;NA;3;1;4;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;1;1;1;1;1;1;1;NA;NA;1;1;2;NA;2;2;2;1;1;0;0;0;0;NA;1;1;1;1;3;3;6;6;6;1;0;0;0;0;0;0;0;0;0;0;3;6;6;6;1;6;3;2;2;2;2;NA;NA;NA;NA;1;2;1;1;4;2;2;2;3;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;2;1;2;2;1;2;2;1;2;4;NA;NA;1;NA;NA;3;NA;NA;5;NA;1;3;4;1;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;2;3;3;2;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;1;1;2;3;4;5;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;Rheine, Koblenz;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;2;2;1;2;2;3;3;3;3;1;2;1;5;51;6;1;3;2;NA;NA;NA;NA;NA;NA;NA;3;10;5;1;3;150;5;1;3;0.28
284;6799;1.0.0 (2017-04-12);doi:10.4232/1.12764;845;2;3;2;1;3;1;3;2;3;4;2;2;1;2;1;1;3;NA;2;NA;3;1;4;2;2;2;2;1;1;2;NA;NA;NA;NA;1;1;NA;2;1;1;2;NA;NA;2;3;1;NA;NA;NA;2;4;1;0;1;0;0;0;NA;2;3;2;3;3;2;3;6;4;1;0;0;1;0;1;1;1;1;0;0;1;5;3;1;1;6;4;1;2;2;2;1;NA;NA;NA;NA;2;1;1;3;1;1;1;3;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;2;1;2;2;1;2;2;1;2;1;2;NA;1;NA;NA;2;NA;NA;5;NA;1;4;2;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;4;3;2;3;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;1;2;NA;NA;NA;NA;NA;NA;4;5;1;2;3;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;7;Leer;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;2;1;2;2;3;4;2;2;1;2;4;4;2;4;1;3;1;5;59;6;7;1;1;NA;NA;NA;NA;NA;NA;NA;3;6;10;2;2;50;5;1;3;0.28
